target,partner_name,days,lead_days,country_code,pickup_country_code,flight_type,pax
E,Scandinavian Airlines (SAS),1,1,SE,SE,Domestic,1
I,Lufthansa,5,3,CH,US,International,1
C,Scandinavian Airlines (SAS),2,12,SE,US,International,1
C,Lufthansa,3,6,IT,DE,International,2
medium car,Scandinavian Airlines (SAS),4,10,SE,SE,Domestic,1
C,Lufthansa,2,24,DE,GB,International,1
E,Scandinavian Airlines (SAS),3,36,NO,NO,Domestic,4
C,Lufthansa,1,33,DE,DE,Domestic,1
S,Lufthansa,6,17,IT,NO,International,2
C,Lufthansa,2,3,SE,IT,International,1
medium car,Scandinavian Airlines (SAS),2,35,DK,NO,International,1
S,Scandinavian Airlines (SAS),3,45,NO,US,International,1
M,Scandinavian Airlines (SAS),2,6,SE,DE,International,1
C,Scandinavian Airlines (SAS),4,17,NO,IT,International,1
I,Scandinavian Airlines (SAS),3,32,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,4
C,Scandinavian Airlines (SAS),12,1,NO,NO,Domestic,2
I,Scandinavian Airlines (SAS),4,9,NO,ES,International,2
M,Scandinavian Airlines (SAS),4,272,SE,SE,Domestic,1
F,Lufthansa,3,56,DE,GB,International,2
E,Lufthansa,8,1,DE,FR,International,3
F,Lufthansa,8,29,DE,US,International,1
I,Scandinavian Airlines (SAS),21,73,NO,US,International,1
M,TrenItalia,4,18,IT,IT,Domestic,1
E,Scandinavian Airlines (SAS),3,7,SE,ES,International,1
F,Lufthansa,7,49,DE,US,International,2
C,Scandinavian Airlines (SAS),3,205,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),15,63,NO,ES,International,5
C,Scandinavian Airlines (SAS),11,195,DK,FR,International,1
S,Scandinavian Airlines (SAS),8,3,SE,SE,Domestic,2
F,Scandinavian Airlines (SAS),3,5,SE,GB,International,2
C,Scandinavian Airlines (SAS),16,45,FR,NO,International,3
C,Scandinavian Airlines (SAS),1,5,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),4,0,SE,NO,International,1
medium car,Lufthansa,2,11,DE,DE,Domestic,1
C,Lufthansa,2,2,DE,GB,International,2
E,Scandinavian Airlines (SAS),8,48,NO,US,International,1
I,Lufthansa,1,0,DE,DE,Domestic,1
C,Lufthansa,5,19,DE,DK,International,2
S,Lufthansa,17,12,DE,SE,International,1
I,Scandinavian Airlines (SAS),7,106,SE,ES,International,2
I,Lufthansa,3,94,IT,DE,International,4
M,Travelstart,6,11,ZA,ZA,Domestic,1
C,Lufthansa,1,9,DE,DE,Domestic,2
M,Travelstart,3,0,ZA,ZA,Domestic,1
medium car,Scandinavian Airlines (SAS),14,59,SE,US,International,1
F,Lufthansa,4,31,DK,IT,International,2
large car,Scandinavian Airlines (SAS),13,3,NO,ES,International,1
S,Scandinavian Airlines (SAS),6,36,NO,FR,International,1
C,FreeNow,3,1,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),2,20,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,74,DK,ES,International,1
E,Scandinavian Airlines (SAS),4,75,DE,NO,International,2
C,Scandinavian Airlines (SAS),3,12,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),6,4,SE,IT,International,1
I,Scandinavian Airlines (SAS),10,0,US,US,Domestic,1
I,Scandinavian Airlines (SAS),11,62,SE,US,International,1
C,Lufthansa,3,32,DE,DE,Domestic,4
M,FreeNow,1,1,IT,IT,Domestic,1
medium car,Scandinavian Airlines (SAS),4,57,US,US,Domestic,1
I,Scandinavian Airlines (SAS),4,143,DK,IT,International,4
S,Scandinavian Airlines (SAS),3,6,NO,NO,Domestic,1
F,Scandinavian Airlines (SAS),3,1,SE,IT,International,1
C,Lufthansa,7,88,DK,IT,International,1
C,Lufthansa,1,0,DK,DE,International,1
M,Scandinavian Airlines (SAS),6,144,SE,IT,International,1
C,Scandinavian Airlines (SAS),5,19,NO,IT,International,1
I,Lufthansa,3,13,CH,US,International,1
medium car,Scandinavian Airlines (SAS),4,1,NO,NO,Domestic,2
M,Scandinavian Airlines (SAS),6,6,SE,IT,International,1
E,Lufthansa,1,22,DE,FR,International,1
M,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,1
medium car,Lufthansa,29,3,DE,US,International,1
I,Lufthansa,14,68,DE,ES,International,4
C,Lufthansa,7,2,GB,DE,International,1
C,Scandinavian Airlines (SAS),3,244,DK,SE,International,2
E,Lufthansa,4,130,US,IT,International,2
S,Scandinavian Airlines (SAS),1,0,SE,US,International,1
S,Scandinavian Airlines (SAS),3,5,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),5,2,DK,DK,Domestic,1
E,Scandinavian Airlines (SAS),4,27,SE,GB,International,1
C,Lufthansa,4,38,IT,DE,International,1
M,Travelstart,2,20,ZA,ZA,Domestic,1
large car,Scandinavian Airlines (SAS),13,87,SE,US,International,5
medium car,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
M,Travelstart,3,2,ZA,ZA,Domestic,1
C,Lufthansa,4,2,DE,FR,International,1
M,Lufthansa,2,17,IT,DE,International,1
M,Lufthansa,19,170,DE,US,International,5
M,Scandinavian Airlines (SAS),3,16,DK,IT,International,3
E,TrenItalia,2,7,IT,IT,Domestic,1
C,Lufthansa,4,4,IT,DE,International,1
S,Lufthansa,3,6,DE,US,International,1
I,Lufthansa,2,2,DE,FR,International,3
C,Scandinavian Airlines (SAS),4,6,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),6,9,SE,GB,International,1
I,Lufthansa,14,324,DE,FR,International,3
E,Lufthansa,5,3,DE,IT,International,1
F,Scandinavian Airlines (SAS),8,217,NO,US,International,1
medium car,Scandinavian Airlines (SAS),1,6,NO,NO,Domestic,1
M,Lufthansa,4,9,DE,FR,International,2
medium car,Lufthansa,2,5,SE,DE,International,2
M,Travelstart,4,6,ZA,ZA,Domestic,1
C,Lufthansa,3,83,GB,DE,International,4
E,Scandinavian Airlines (SAS),3,42,NO,NO,Domestic,1
C,Lufthansa,7,74,GB,DE,International,1
E,Lufthansa,1,21,US,US,Domestic,1
C,Lufthansa,2,2,FR,DE,International,1
F,Scandinavian Airlines (SAS),23,126,SE,US,International,1
M,TrenItalia,5,120,IT,IT,Domestic,1
E,Travelstart,2,0,ZA,ZA,Domestic,1
medium car,Lufthansa,9,7,DE,NO,International,2
M,Scandinavian Airlines (SAS),2,0,NO,DK,International,1
C,Lufthansa,17,110,SE,DE,International,3
I,Scandinavian Airlines (SAS),7,82,SE,US,International,1
E,Scandinavian Airlines (SAS),2,5,SE,NO,International,1
E,FreeNow,4,4,FR,FR,Domestic,1
C,Lufthansa,3,5,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),9,24,DK,FR,International,1
C,Scandinavian Airlines (SAS),1,10,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),1,32,DK,US,International,1
C,Lufthansa,3,10,DE,DE,Domestic,1
C,Lufthansa,3,83,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),4,9,NO,IT,International,2
E,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
C,Lufthansa,8,117,CH,DE,International,2
M,Travelstart,2,0,ZA,ZA,Domestic,1
M,Lufthansa,4,4,US,DE,International,1
F,Lufthansa,2,25,DE,DE,Domestic,2
I,Scandinavian Airlines (SAS),1,105,US,NO,International,1
medium car,Lufthansa,6,19,DE,US,International,1
E,Lufthansa,5,3,FR,IT,International,1
F,Scandinavian Airlines (SAS),2,32,SE,IT,International,1
E,Scandinavian Airlines (SAS),1,6,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),15,43,NO,ES,International,4
C,Lufthansa,5,10,DE,SE,International,1
M,Lufthansa,4,18,DE,ES,International,1
E,Scandinavian Airlines (SAS),7,17,NO,ES,International,1
E,Scandinavian Airlines (SAS),9,33,DK,ES,International,2
I,Scandinavian Airlines (SAS),5,46,GB,NO,International,1
M,Travelstart,4,5,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,1,IT,NO,International,1
E,Lufthansa,30,10,GB,DE,International,1
I,Scandinavian Airlines (SAS),3,16,SE,SE,Domestic,1
M,Lufthansa,2,6,DE,ES,International,2
S,Scandinavian Airlines (SAS),1,0,NO,NO,Domestic,1
C,Lufthansa,13,34,SE,FR,International,2
F,Scandinavian Airlines (SAS),5,66,NO,US,International,1
M,Scandinavian Airlines (SAS),12,91,SE,FR,International,1
C,Scandinavian Airlines (SAS),1,4,DK,NO,International,1
E,Lufthansa,4,65,FR,DE,International,1
E,Scandinavian Airlines (SAS),13,1,SE,ES,International,1
I,Scandinavian Airlines (SAS),14,38,DK,US,International,4
M,Travelstart,2,12,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),2,8,DK,NO,International,1
M,TrenItalia,2,6,IT,IT,Domestic,1
medium car,Scandinavian Airlines (SAS),3,39,NO,NO,Domestic,1
I,Lufthansa,2,96,DE,SE,International,4
M,Lufthansa,11,24,DE,ES,International,2
E,Scandinavian Airlines (SAS),1,8,SE,DK,International,1
C,Lufthansa,13,122,FR,DE,International,2
E,Lufthansa,3,7,IT,DE,International,1
C,Lufthansa,2,23,IT,DE,International,2
S,Scandinavian Airlines (SAS),5,25,SE,SE,Domestic,2
C,Lufthansa,6,83,DE,ZA,International,2
C,Scandinavian Airlines (SAS),4,17,NO,DE,International,1
F,Scandinavian Airlines (SAS),8,17,DK,US,International,2
F,Lufthansa,7,47,IT,FR,International,3
E,Lufthansa,2,2,GB,DE,International,1
E,Lufthansa,4,1,GB,DE,International,2
M,Scandinavian Airlines (SAS),3,4,DK,GB,International,1
S,Lufthansa,7,164,DE,US,International,1
C,Scandinavian Airlines (SAS),2,6,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),3,4,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),7,29,NO,ES,International,1
C,Scandinavian Airlines (SAS),1,7,NO,NO,Domestic,1
E,Lufthansa,11,2,DE,IT,International,2
C,Lufthansa,20,6,DE,ES,International,2
C,Scandinavian Airlines (SAS),1,5,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),4,5,NO,GB,International,1
F,Scandinavian Airlines (SAS),10,47,NO,IT,International,1
C,Scandinavian Airlines (SAS),2,7,NO,NO,Domestic,1
C,Lufthansa,4,218,GB,DE,International,3
M,Scandinavian Airlines (SAS),4,14,SE,SE,Domestic,1
C,Lufthansa,6,14,SE,ES,International,1
E,Scandinavian Airlines (SAS),11,19,NO,FR,International,1
C,Scandinavian Airlines (SAS),3,20,SE,SE,Domestic,1
M,Travelstart,2,1,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,7,DK,DE,International,1
C,Scandinavian Airlines (SAS),4,3,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),11,53,SE,ES,International,1
C,Scandinavian Airlines (SAS),3,1,US,GB,International,1
E,Lufthansa,2,35,DE,ES,International,1
I,Scandinavian Airlines (SAS),3,6,SE,FR,International,1
I,Lufthansa,8,3,DK,DE,International,4
E,Lufthansa,2,3,DE,FR,International,1
I,Lufthansa,10,26,DE,ES,International,2
F,Scandinavian Airlines (SAS),1,8,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),9,3,NO,IT,International,4
E,Lufthansa,7,8,FR,DE,International,1
M,Lufthansa,3,3,DE,FR,International,2
S,Scandinavian Airlines (SAS),2,0,SE,NO,International,1
M,Travelstart,5,12,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),3,2,NO,DK,International,1
large car,Scandinavian Airlines (SAS),3,2,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),7,33,DK,GB,International,1
E,Travelstart,5,16,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),4,12,NO,NO,Domestic,3
C,Scandinavian Airlines (SAS),1,7,SE,DE,International,1
E,Lufthansa,8,30,DE,GB,International,2
C,Lufthansa,7,84,DK,IT,International,4
I,Scandinavian Airlines (SAS),7,19,DK,NO,International,4
M,Lufthansa,10,14,IT,DE,International,2
M,Lufthansa,10,71,DE,FR,International,2
M,Travelstart,4,47,ZA,ZA,Domestic,1
medium car,Scandinavian Airlines (SAS),1,2,NO,US,International,1
E,Lufthansa,4,17,DE,GB,International,1
E,Lufthansa,1,1,US,ES,International,1
C,Lufthansa,4,30,FR,DE,International,4
medium car,Scandinavian Airlines (SAS),1,6,SE,DE,International,1
M,Scandinavian Airlines (SAS),6,12,NO,IT,International,2
E,Scandinavian Airlines (SAS),8,0,SE,IT,International,1
S,Scandinavian Airlines (SAS),7,21,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),5,6,NO,NO,Domestic,1
E,Lufthansa,8,40,NO,ES,International,1
C,Scandinavian Airlines (SAS),8,22,NO,ES,International,3
E,Lufthansa,2,12,DE,GB,International,1
E,Scandinavian Airlines (SAS),5,9,DK,ES,International,1
C,Lufthansa,3,29,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),4,8,SE,ES,International,1
C,Lufthansa,4,55,DE,DE,Domestic,1
I,FreeNow,3,1,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),6,189,NO,NO,Domestic,1
I,Lufthansa,13,2,DE,US,International,4
C,Travelstart,7,22,ZA,ZA,Domestic,1
medium car,Scandinavian Airlines (SAS),5,26,NO,DE,International,1
F,Scandinavian Airlines (SAS),7,95,DK,DE,International,2
C,Scandinavian Airlines (SAS),3,14,GB,SE,International,1
C,Scandinavian Airlines (SAS),4,17,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),8,44,NO,FR,International,1
E,Lufthansa,2,8,DE,DE,Domestic,2
M,Scandinavian Airlines (SAS),19,105,US,DK,International,1
F,Lufthansa,8,46,DE,US,International,1
small car,Scandinavian Airlines (SAS),4,35,DK,IT,International,2
I,Lufthansa,10,39,DE,ES,International,2
M,Scandinavian Airlines (SAS),8,24,NO,NO,Domestic,2
C,Scandinavian Airlines (SAS),7,2,SE,ES,International,2
M,Lufthansa,3,38,DE,FR,International,2
C,Scandinavian Airlines (SAS),5,3,SE,GB,International,3
medium car,Scandinavian Airlines (SAS),12,81,SE,SE,Domestic,2
M,Lufthansa,2,82,DE,DE,Domestic,2
I,Scandinavian Airlines (SAS),13,7,DE,US,International,1
E,Scandinavian Airlines (SAS),2,3,NO,NO,Domestic,1
M,Travelstart,3,1,ZA,ZA,Domestic,1
M,Lufthansa,24,313,DE,DE,Domestic,2
C,Travelstart,4,8,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,3,SE,SE,Domestic,1
C,Lufthansa,3,5,DE,NO,International,1
M,Scandinavian Airlines (SAS),6,46,DK,FR,International,1
E,Scandinavian Airlines (SAS),7,140,NO,GB,International,2
F,Scandinavian Airlines (SAS),5,12,SE,GB,International,1
C,Scandinavian Airlines (SAS),5,7,SE,ES,International,1
S,Scandinavian Airlines (SAS),1,4,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),4,133,NO,US,International,1
M,TrenItalia,1,3,IT,IT,Domestic,1
F,Lufthansa,7,38,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),2,5,DK,NO,International,1
I,Scandinavian Airlines (SAS),3,32,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),2,9,NO,NO,Domestic,1
C,Lufthansa,4,32,DE,DE,Domestic,1
I,Lufthansa,4,5,IT,US,International,1
E,Lufthansa,4,14,DE,DE,Domestic,1
C,Lufthansa,20,127,US,DE,International,1
E,Lufthansa,8,28,US,DE,International,2
M,TrenItalia,22,200,IT,IT,Domestic,1
F,Scandinavian Airlines (SAS),4,19,NO,US,International,5
C,Lufthansa,9,1,DE,SE,International,1
medium car,Lufthansa,3,9,DE,SE,International,1
S,Scandinavian Airlines (SAS),8,180,SE,SE,Domestic,1
E,Lufthansa,10,16,DE,NO,International,2
C,Lufthansa,14,187,DE,GB,International,2
E,Scandinavian Airlines (SAS),6,0,SE,ES,International,1
medium car,Lufthansa,4,33,FR,DE,International,2
E,Scandinavian Airlines (SAS),3,8,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),13,4,SE,IT,International,1
E,Scandinavian Airlines (SAS),10,11,SE,ES,International,1
E,Scandinavian Airlines (SAS),6,119,DE,NO,International,2
M,Travelstart,4,15,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),1,0,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),11,158,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),5,214,NO,ES,International,1
C,Scandinavian Airlines (SAS),3,39,NO,NO,Domestic,4
C,Lufthansa,6,30,GB,DE,International,2
E,Lufthansa,6,29,DE,ES,International,3
M,Lufthansa,1,20,DE,DE,Domestic,1
E,Lufthansa,8,114,DE,ES,International,1
E,Travelstart,4,33,ZA,ZA,Domestic,1
C,Lufthansa,7,85,DK,FR,International,4
S,Scandinavian Airlines (SAS),2,14,DK,US,International,1
C,Lufthansa,4,11,DE,ES,International,2
E,Travelstart,2,0,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),4,2,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),7,36,SE,ES,International,4
medium car,Lufthansa,2,7,DE,DE,Domestic,1
large car,Scandinavian Airlines (SAS),7,27,SE,SE,Domestic,1
M,Lufthansa,5,33,DE,ES,International,2
I,Scandinavian Airlines (SAS),1,48,NO,US,International,1
I,Lufthansa,19,107,US,IT,International,1
small car,Lufthansa,8,3,DE,FR,International,1
E,FreeNow,3,0,DE,DE,Domestic,1
S,Scandinavian Airlines (SAS),2,5,SE,SE,Domestic,1
E,Lufthansa,10,20,DE,IT,International,2
I,Lufthansa,1,29,IT,US,International,1
C,Scandinavian Airlines (SAS),3,1,SE,SE,Domestic,1
M,Lufthansa,2,2,DE,DE,Domestic,1
I,Lufthansa,1,6,FR,DK,International,1
C,Lufthansa,7,59,FR,DE,International,2
C,Scandinavian Airlines (SAS),14,155,DK,IT,International,1
M,Travelstart,2,2,ZA,ZA,Domestic,1
M,Lufthansa,9,96,DE,ES,International,2
E,Lufthansa,6,7,US,ES,International,1
S,Lufthansa,3,224,DE,FR,International,1
medium car,Scandinavian Airlines (SAS),4,4,NO,NO,Domestic,3
C,Lufthansa,1,13,DE,IT,International,1
C,Scandinavian Airlines (SAS),7,30,DK,ES,International,2
C,Lufthansa,6,25,SE,DE,International,1
M,Lufthansa,5,26,DE,IT,International,1
F,Lufthansa,2,27,DE,DE,Domestic,2
E,Lufthansa,3,1,DE,DE,Domestic,1
M,Lufthansa,4,5,DE,ES,International,1
C,Scandinavian Airlines (SAS),7,115,SE,FR,International,4
C,Lufthansa,1,0,DE,DE,Domestic,1
E,Travelstart,4,30,ZA,ZA,Domestic,1
I,FreeNow,6,1,GB,GB,Domestic,1
M,Scandinavian Airlines (SAS),6,9,SE,ES,International,1
M,Lufthansa,1,8,DE,GB,International,2
C,Scandinavian Airlines (SAS),6,32,SE,ES,International,1
S,Scandinavian Airlines (SAS),7,284,GB,SE,International,1
C,Travelstart,2,108,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),4,21,NO,ES,International,2
C,Scandinavian Airlines (SAS),2,13,NO,NO,Domestic,1
S,Lufthansa,2,22,DE,US,International,1
E,Lufthansa,5,1,DE,ES,International,1
M,Lufthansa,10,45,CH,ES,International,2
C,Lufthansa,2,6,IT,DE,International,1
C,Scandinavian Airlines (SAS),5,6,DK,DK,Domestic,1
large car,Lufthansa,2,2,DE,SE,International,1
M,Lufthansa,5,3,DE,ES,International,2
C,Scandinavian Airlines (SAS),22,78,NO,US,International,1
C,Scandinavian Airlines (SAS),3,1,SE,US,International,1
M,Lufthansa,1,0,US,IT,International,1
C,Scandinavian Airlines (SAS),5,11,SE,SE,Domestic,4
I,Scandinavian Airlines (SAS),4,4,SE,ES,International,1
C,Lufthansa,5,47,DE,IT,International,2
M,Lufthansa,8,47,DE,IT,International,1
E,Travelstart,3,1,ZA,ZA,Domestic,1
C,Lufthansa,2,31,DE,DE,Domestic,1
C,Lufthansa,3,169,GB,DE,International,3
C,Lufthansa,10,3,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),3,9,US,SE,International,1
I,Scandinavian Airlines (SAS),6,33,SE,IT,International,1
E,Lufthansa,1,29,DE,DE,Domestic,2
E,Scandinavian Airlines (SAS),7,42,SE,IT,International,2
C,Scandinavian Airlines (SAS),1,12,DK,US,International,1
C,Scandinavian Airlines (SAS),12,42,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),4,4,DK,NO,International,1
M,Scandinavian Airlines (SAS),3,11,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,13,DK,GB,International,1
medium car,Scandinavian Airlines (SAS),7,7,US,IT,International,1
F,Lufthansa,17,102,DE,US,International,2
I,TrenItalia,3,15,IT,IT,Domestic,1
M,Travelstart,2,3,ZA,ZA,Domestic,1
E,Travelstart,10,1,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),2,4,SE,IT,International,1
M,TrenItalia,1,8,IT,IT,Domestic,1
S,Scandinavian Airlines (SAS),15,78,NO,IT,International,3
C,Scandinavian Airlines (SAS),13,29,DK,IT,International,1
M,Travelstart,1,8,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),10,169,CH,NO,International,2
I,Scandinavian Airlines (SAS),13,108,NO,US,International,1
E,Scandinavian Airlines (SAS),3,18,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),5,6,SE,SE,Domestic,1
C,Lufthansa,15,23,IT,US,International,1
C,Lufthansa,10,3,FR,GB,International,1
C,Lufthansa,4,4,DE,IT,International,1
C,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),7,8,NO,IT,International,1
F,Lufthansa,2,1,SE,IT,International,1
S,Scandinavian Airlines (SAS),3,17,IT,SE,International,3
F,Lufthansa,3,0,DE,FR,International,1
E,Scandinavian Airlines (SAS),6,2,NO,IT,International,1
I,Scandinavian Airlines (SAS),14,47,SE,US,International,2
M,Scandinavian Airlines (SAS),1,5,DK,NO,International,1
medium car,Scandinavian Airlines (SAS),3,18,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),12,2,SE,ES,International,1
F,Lufthansa,4,4,IT,DE,International,1
C,Scandinavian Airlines (SAS),1,6,SE,SE,Domestic,1
M,Travelstart,2,7,ZA,ZA,Domestic,1
F,Scandinavian Airlines (SAS),3,16,NO,NO,Domestic,1
I,Lufthansa,1,1,IT,DE,International,1
C,Scandinavian Airlines (SAS),1,2,SE,DK,International,1
C,Lufthansa,4,36,DE,FR,International,1
C,Lufthansa,1,15,DK,DE,International,2
C,Scandinavian Airlines (SAS),4,5,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),12,24,SE,SE,Domestic,1
C,Lufthansa,8,13,US,IT,International,2
M,Lufthansa,1,43,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),4,59,SE,SE,Domestic,3
medium car,Lufthansa,3,29,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),1,5,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),11,8,SE,ES,International,1
C,Scandinavian Airlines (SAS),7,3,SE,ES,International,1
C,Scandinavian Airlines (SAS),1,3,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),2,19,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),2,0,NO,NO,Domestic,1
C,Lufthansa,4,131,DE,ES,International,3
M,Travelstart,2,3,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),2,3,DK,ES,International,1
M,Lufthansa,2,37,DE,DE,Domestic,1
E,Lufthansa,3,4,DE,ES,International,1
M,Lufthansa,2,0,DE,GB,International,1
M,Lufthansa,2,28,FR,ES,International,1
E,Lufthansa,10,0,DE,IT,International,2
E,TrenItalia,3,4,IT,IT,Domestic,1
C,Lufthansa,3,1,DK,FR,International,1
M,Lufthansa,2,22,IT,DE,International,2
E,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
M,Lufthansa,2,7,IT,DE,International,1
I,Scandinavian Airlines (SAS),8,6,NO,ES,International,6
C,Scandinavian Airlines (SAS),4,7,DK,NO,International,1
E,Lufthansa,14,12,DE,ES,International,1
I,Scandinavian Airlines (SAS),5,26,DK,FR,International,1
C,Lufthansa,4,13,DE,IT,International,1
M,Travelstart,2,6,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),11,101,CH,NO,International,1
M,Travelstart,4,141,ZA,ZA,Domestic,1
E,Lufthansa,6,30,GB,DE,International,2
E,Lufthansa,10,5,DE,IT,International,1
large car,Scandinavian Airlines (SAS),5,15,SE,SE,Domestic,4
F,Scandinavian Airlines (SAS),4,1,SE,US,International,1
S,Scandinavian Airlines (SAS),7,4,NO,IT,International,9
E,Scandinavian Airlines (SAS),13,2,SE,ES,International,3
M,Travelstart,1,35,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),1,19,NO,NO,Domestic,1
M,Lufthansa,3,80,DE,FR,International,1
M,Travelstart,1,3,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),7,10,SE,GB,International,1
E,Lufthansa,14,27,DE,FR,International,2
S,TrenItalia,3,18,IT,IT,Domestic,1
C,FreeNow,6,1,GB,GB,Domestic,1
medium car,FreeNow,6,1,GB,GB,Domestic,1
C,Lufthansa,5,56,US,DE,International,2
E,Scandinavian Airlines (SAS),7,33,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),5,74,DK,NO,International,1
E,Lufthansa,1,10,DE,DE,Domestic,1
C,Lufthansa,8,10,DE,IT,International,1
C,Lufthansa,5,7,DE,NO,International,2
M,Scandinavian Airlines (SAS),7,25,SE,FR,International,1
C,Scandinavian Airlines (SAS),6,14,DK,FR,International,1
C,Scandinavian Airlines (SAS),4,3,SE,SE,Domestic,1
C,Lufthansa,1,1,CH,IT,International,1
